"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83"
"1",0,0.214285714285714,0.7,0.304347826086957,0.466666666666667,0.354838709677419,0.333333333333333,0.454545454545455,0.615384615384615,0.7,0.6,0.515151515151515,0.52,0.75,1,0.857142857142857,0.612903225806452,0.611111111111111,0.6,0.448275862068966,0.515151515151515,0.419354838709677,0.538461538461538,0.473684210526316,0.615384615384615,0.571428571428571,0.6,0.517241379310345,0.4,0.5625,0.483870967741935,0.470588235294118,0.36,0.517241379310345,0.4,0.652173913043478,0.407407407407407,0.523809523809524,0.619047619047619,0.5,0.565217391304348,0.5,0.866666666666667,0.615384615384615,0.636363636363636,0.882352941176471,0.875,0.882352941176471,0.375,0.393939393939394,0.461538461538462,0.714285714285714,0.6,0.5,0.351351351351351,0.419354838709677,0.7,0.789473684210526,0.384615384615385,0.466666666666667,0.6,0.529411764705882,0.583333333333333,0.655172413793103,0.52,0.533333333333333,0.470588235294118,0.631578947368421,0.666666666666667,0.529411764705882,0.266666666666667,0.266666666666667,0.36,0.333333333333333,0.461538461538462,0.28,0.333333333333333,0.44,0.789473684210526,0.8,0.5,1,0.666666666666667
"2",0.214285714285714,0,0.636363636363636,0.36,0.5,0.333333333333333,0.314285714285714,0.5,0.571428571428571,0.545454545454545,0.703703703703704,0.6,0.407407407407407,0.692307692307692,0.882352941176471,0.875,0.515151515151515,0.473684210526316,0.703703703703704,0.419354838709677,0.485714285714286,0.393939393939394,0.5,0.523809523809524,0.571428571428571,0.533333333333333,0.636363636363636,0.419354838709677,0.375,0.588235294117647,0.515151515151515,0.5,0.333333333333333,0.548387096774194,0.4375,0.6,0.517241379310345,0.478260869565217,0.652173913043478,0.538461538461538,0.6,0.391304347826087,0.764705882352941,0.571428571428571,0.583333333333333,1,0.888888888888889,0.894736842105263,0.411764705882353,0.371428571428571,0.357142857142857,0.652173913043478,0.481481481481481,0.461538461538462,0.333333333333333,0.515151515151515,0.727272727272727,0.904761904761905,0.414634146341463,0.5,0.6875,0.444444444444444,0.461538461538462,0.612903225806452,0.555555555555556,0.625,0.333333333333333,0.6,0.692307692307692,0.5,0.125,0.1875,0.407407407407407,0.310344827586207,0.428571428571429,0.333333333333333,0.448275862068966,0.481481481481481,0.714285714285714,0.636363636363636,0.380952380952381,1,0.6
"3",0.7,0.636363636363636,0,0.764705882352941,0.5,0.6,0.703703703703704,0.875,0.7,0.571428571428571,0.789473684210526,0.62962962962963,0.578947368421053,0.666666666666667,0.777777777777778,0.75,0.68,0.733333333333333,0.894736842105263,0.739130434782609,0.62962962962963,0.6,0.6,0.692307692307692,0.8,0.727272727272727,0.857142857142857,0.652173913043478,0.75,0.923076923076923,0.92,0.785714285714286,0.473684210526316,0.565217391304348,0.583333333333333,0.647058823529412,0.714285714285714,0.6,0.866666666666667,0.555555555555556,0.647058823529412,0.684210526315789,0.777777777777778,0.4,0.5,1,1,0.818181818181818,0.692307692307692,0.62962962962963,0.6,0.733333333333333,0.368421052631579,0.777777777777778,0.67741935483871,0.92,0.571428571428571,0.692307692307692,0.696969696969697,0.583333333333333,0.583333333333333,0.571428571428571,0.444444444444444,0.478260869565217,0.473684210526316,0.5,0.571428571428571,0.5625,0.444444444444444,0.785714285714286,0.583333333333333,0.666666666666667,0.473684210526316,0.523809523809524,0.6,0.684210526315789,0.904761904761905,0.894736842105263,0.846153846153846,0.571428571428571,0.705882352941177,1,0.666666666666667
"4",0.304347826086957,0.36,0.764705882352941,0,0.407407407407407,0.357142857142857,0.466666666666667,0.473684210526316,0.391304347826087,0.647058823529412,0.636363636363636,0.533333333333333,0.636363636363636,0.714285714285714,0.833333333333333,0.818181818181818,0.642857142857143,0.575757575757576,0.727272727272727,0.461538461538462,0.533333333333333,0.5,0.565217391304348,0.375,0.478260869565217,0.52,0.529411764705882,0.461538461538462,0.555555555555556,0.586206896551724,0.5,0.548387096774194,0.454545454545455,0.692307692307692,0.555555555555556,0.5,0.5,0.555555555555556,0.555555555555556,0.523809523809524,0.7,0.51219512195122,0.833333333333333,0.565217391304348,0.684210526315789,1,0.846153846153846,0.857142857142857,0.448275862068966,0.4,0.391304347826087,0.444444444444444,0.545454545454545,0.619047619047619,0.411764705882353,0.5,0.647058823529412,1,0.444444444444444,0.555555555555556,0.62962962962963,0.548387096774194,0.523809523809524,0.538461538461538,0.363636363636364,0.555555555555556,0.483870967741935,0.6,0.80952380952381,0.483870967741935,0.407407407407407,0.481481481481481,0.454545454545455,0.5,0.304347826086957,0.272727272727273,0.5,0.454545454545455,0.75,0.764705882352941,0.513513513513513,1,0.6
"5",0.466666666666667,0.5,0.5,0.407407407407407,0,0.371428571428571,0.405405405405405,0.461538461538462,0.333333333333333,0.583333333333333,0.379310344827586,0.351351351351351,0.448275862068966,0.571428571428571,0.789473684210526,0.888888888888889,0.6,0.6,0.655172413793103,0.454545454545455,0.297297297297297,0.314285714285714,0.4,0.565217391304348,0.466666666666667,0.5,0.583333333333333,0.272727272727273,0.529411764705882,0.555555555555556,0.428571428571429,0.473684210526316,0.448275862068966,0.333333333333333,0.411764705882353,0.333333333333333,0.419354838709677,0.52,0.52,0.428571428571429,0.481481481481481,0.333333333333333,0.789473684210526,0.4,0.692307692307692,0.80952380952381,0.8,0.904761904761905,0.277777777777778,0.189189189189189,0.333333333333333,0.44,0.448275862068966,0.642857142857143,0.365853658536585,0.542857142857143,0.583333333333333,0.652173913043478,0.348837209302326,0.470588235294118,0.529411764705882,0.421052631578947,0.357142857142857,0.454545454545455,0.241379310344828,0.352941176470588,0.263157894736842,0.428571428571429,0.5,0.368421052631579,0.411764705882353,0.529411764705882,0.448275862068966,0.354838709677419,0.333333333333333,0.379310344827586,0.483870967741935,0.517241379310345,0.826086956521739,0.75,0.5,1,0.636363636363636
"6",0.354838709677419,0.333333333333333,0.6,0.357142857142857,0.371428571428571,0,0.157894736842105,0.555555555555556,0.419354838709677,0.6,0.466666666666667,0.421052631578947,0.533333333333333,0.448275862068966,0.9,0.894736842105263,0.5,0.463414634146341,0.666666666666667,0.411764705882353,0.526315789473684,0.388888888888889,0.483870967741935,0.583333333333333,0.612903225806452,0.393939393939394,0.6,0.411764705882353,0.485714285714286,0.513513513513513,0.5,0.538461538461538,0.466666666666667,0.588235294117647,0.485714285714286,0.5,0.375,0.384615384615385,0.538461538461538,0.586206896551724,0.642857142857143,0.387755102040816,0.8,0.548387096774194,0.555555555555556,0.818181818181818,0.80952380952381,0.909090909090909,0.405405405405405,0.368421052631579,0.290322580645161,0.538461538461538,0.533333333333333,0.517241379310345,0.380952380952381,0.5,0.76,0.916666666666667,0.318181818181818,0.542857142857143,0.6,0.487179487179487,0.448275862068966,0.529411764705882,0.466666666666667,0.542857142857143,0.487179487179487,0.534883720930233,0.655172413793103,0.435897435897436,0.257142857142857,0.371428571428571,0.466666666666667,0.375,0.290322580645161,0.266666666666667,0.4375,0.4,0.833333333333333,0.76,0.377777777777778,1,0.652173913043478
"7",0.333333333333333,0.314285714285714,0.703703703703704,0.466666666666667,0.405405405405405,0.157894736842105,0,0.655172413793103,0.515151515151515,0.555555555555556,0.5,0.4,0.5625,0.483870967741935,0.909090909090909,0.904761904761905,0.578947368421053,0.488372093023256,0.625,0.444444444444444,0.5,0.368421052631579,0.636363636363636,0.692307692307692,0.636363636363636,0.428571428571429,0.62962962962963,0.5,0.351351351351351,0.538461538461538,0.421052631578947,0.463414634146341,0.4375,0.555555555555556,0.513513513513513,0.6,0.470588235294118,0.428571428571429,0.642857142857143,0.612903225806452,0.6,0.372549019607843,0.818181818181818,0.636363636363636,0.586206896551724,0.75,0.739130434782609,0.916666666666667,0.435897435897436,0.4,0.454545454545455,0.714285714285714,0.625,0.548387096774194,0.363636363636364,0.526315789473684,0.777777777777778,0.846153846153846,0.347826086956522,0.513513513513513,0.72972972972973,0.51219512195122,0.612903225806452,0.611111111111111,0.5625,0.567567567567568,0.414634146341463,0.6,0.741935483870968,0.463414634146341,0.297297297297297,0.351351351351351,0.5,0.411764705882353,0.454545454545455,0.375,0.411764705882353,0.5,0.846153846153846,0.777777777777778,0.404255319148936,1,0.68
"8",0.454545454545455,0.5,0.875,0.473684210526316,0.461538461538462,0.555555555555556,0.655172413793103,0,0.454545454545455,0.75,0.523809523809524,0.655172413793103,0.619047619047619,0.8,1,1,0.62962962962963,0.75,0.80952380952381,0.52,0.655172413793103,0.62962962962963,0.545454545454545,0.6,0.727272727272727,0.666666666666667,0.625,0.44,0.615384615384615,0.571428571428571,0.555555555555556,0.6,0.619047619047619,0.68,0.461538461538462,0.473684210526316,0.478260869565217,0.647058823529412,0.529411764705882,0.7,0.894736842105263,0.6,0.818181818181818,0.727272727272727,0.888888888888889,0.692307692307692,0.833333333333333,1,0.5,0.517241379310345,0.454545454545455,0.647058823529412,0.714285714285714,0.4,0.575757575757576,0.481481481481481,1,1,0.6,0.692307692307692,0.692307692307692,0.666666666666667,0.7,0.76,0.714285714285714,0.692307692307692,0.666666666666667,0.823529411764706,0.7,0.6,0.538461538461538,0.538461538461538,0.523809523809524,0.478260869565217,0.454545454545455,0.523809523809524,0.565217391304348,0.523809523809524,0.866666666666667,0.875,0.666666666666667,1,0.857142857142857
"9",0.615384615384615,0.571428571428571,0.7,0.391304347826087,0.333333333333333,0.419354838709677,0.515151515151515,0.454545454545455,0,0.6,0.52,0.515151515151515,0.6,0.5,0.733333333333333,0.857142857142857,0.612903225806452,0.611111111111111,0.68,0.517241379310345,0.454545454545455,0.548387096774194,0.538461538461538,0.578947368421053,0.461538461538462,0.5,0.6,0.379310344827586,0.533333333333333,0.4375,0.419354838709677,0.470588235294118,0.6,0.586206896551724,0.6,0.304347826086957,0.555555555555556,0.523809523809524,0.523809523809524,0.583333333333333,0.91304347826087,0.5,0.733333333333333,0.615384615384615,0.727272727272727,0.882352941176471,0.875,1,0.5,0.393939393939394,0.461538461538462,0.523809523809524,0.6,0.583333333333333,0.513513513513513,0.612903225806452,0.8,1,0.487179487179487,0.666666666666667,0.666666666666667,0.588235294117647,0.5,0.586206896551724,0.52,0.6,0.588235294117647,0.631578947368421,0.75,0.529411764705882,0.533333333333333,0.533333333333333,0.52,0.481481481481481,0.384615384615385,0.52,0.62962962962963,0.6,0.894736842105263,0.8,0.55,1,0.666666666666667
"10",0.7,0.545454545454545,0.571428571428571,0.647058823529412,0.583333333333333,0.6,0.555555555555556,0.75,0.6,0,0.789473684210526,0.777777777777778,0.578947368421053,0.666666666666667,0.777777777777778,0.75,0.68,0.666666666666667,0.789473684210526,0.652173913043478,0.62962962962963,0.68,0.7,0.692307692307692,0.7,0.727272727272727,0.571428571428571,0.739130434782609,0.5,0.769230769230769,0.68,0.714285714285714,0.684210526315789,0.739130434782609,0.5,0.647058823529412,0.619047619047619,0.466666666666667,0.866666666666667,0.666666666666667,0.882352941176471,0.631578947368421,0.777777777777778,0.7,0.625,0.818181818181818,1,0.818181818181818,0.692307692307692,0.62962962962963,0.6,0.733333333333333,0.684210526315789,0.666666666666667,0.612903225806452,0.76,0.571428571428571,0.846153846153846,0.696969696969697,0.75,0.916666666666667,0.642857142857143,0.555555555555556,0.739130434782609,0.578947368421053,0.833333333333333,0.571428571428571,0.75,0.666666666666667,0.714285714285714,0.5,0.5,0.578947368421053,0.523809523809524,0.5,0.578947368421053,0.904761904761905,0.894736842105263,0.538461538461538,0.571428571428571,0.705882352941177,1,0.666666666666667
