"beta.sim" "beta.sne" "beta.sor" "survey_id" "alfa"
0.443504616298734 0.114014736292919 0.557519352591653 1001 13
0.412496049701932 0.12955221814441 0.542048267846342 1002 15
0.539442110177404 0.114261773619571 0.653703883796975 1003 10
0.554701213818861 0.123794667774897 0.678495881593758 1004 9
0.469341736694678 0.176400267625336 0.645742004320014 1005 7
0.454386087768441 0.134140093193477 0.588526180961917 1006 10
0.420120139619433 0.215796089831963 0.635916229451396 1007 25
0.343194042597157 0.163149683214971 0.506343725812128 1008 17
0.379904196149871 0.159632587329933 0.539536783479804 1009 18
0.397945414148974 0.173385455319062 0.571330869468037 1010 20
0.684887955182073 0.101914647124909 0.786802602306981 1011 8
0.316966040640326 0.264100155907049 0.581066196547375 1012 27
0.514883286647993 0.128648595424506 0.643531882072498 1013 9
0.564089635854342 0.118882509633701 0.682972145488043 1014 9
0.527263586087116 0.104018751465627 0.631282337552742 1015 13
0.51781512605042 0.162869864379262 0.680684990429682 1016 7
0.570542398777693 0.0870860117542276 0.65762841053192 1017 12
0.441569112179429 0.150977488451239 0.592546600630668 1018 20
0.44972582972583 0.11851029822077 0.5682361279466 1019 12
0.580350140056022 0.140912482090394 0.721262622146417 1020 7
0.609976445123504 0.0925579914691472 0.702534436592651 1021 11
0.622549019607843 0.241177253008235 0.863726272616078 1022 3
0.552941176470588 0.328188116915257 0.881129293385845 1023 2
0.3 0.590479904444564 0.890479904444564 1024 1
0.552369985838844 0.119030104170546 0.67140009000939 1025 18
0.474464352003834 0.176975106792724 0.651439458796558 1026 23
0.578627663186487 0.0955321185114136 0.6741597816979 1027 11
0.61646761734997 0.084966065723331 0.701433683073301 1028 11
0.684705457940752 0.0678446957795904 0.752550153720343 1029 12
0.455616246498599 0.146529438852528 0.602145685351127 1030 9
0.488936896436896 0.116229191057636 0.605166087494533 1031 16
0.548929208046855 0.0922675734445758 0.641196781491431 1032 12
0.366614623791595 0.181206260114339 0.547820883905934 1033 20
0.399648579505846 0.148769262081426 0.548417841587271 1034 18
0.448144437262084 0.117474420899879 0.565618858161963 1035 13
0.44 0.223018126365093 0.663018126365093 1036 6
0.538873626373626 0.102416525235053 0.641290151608679 1037 13
0.527130451248098 0.106863027586063 0.633993478834161 1038 15
0.54390756302521 0.155008417943348 0.698915980968558 1039 7
0.46526716747305 0.11580457257799 0.581071740051039 1040 11
0.513879551820728 0.126151733345611 0.64003128516634 1041 9
0.4330613177672 0.125951794128331 0.559013111895531 1042 16
0.504901969906295 0.120562613961749 0.625464583868044 1043 17
0.543700911484557 0.117089207883409 0.660790119367966 1044 19
0.539459875956416 0.109071848753368 0.648531724709784 1045 18
0.465133501689229 0.157286150329914 0.622419652019143 1046 21
0.462494270435447 0.115525418935629 0.578019689371076 1047 12
0.448312275959335 0.127939738268796 0.57625201422813 1048 16
0.423865619194339 0.139336867581863 0.563202486776202 1049 17
0.491844070961718 0.127813523063474 0.619657594025192 1050 10
0.485328462387286 0.108847418660495 0.594175881047781 1051 14
0.452983193277311 0.163524246669368 0.616507439946679 1052 8
0.582056489262372 0.0851193336970469 0.667175822959419 1053 12
0.526697224344283 0.100293764297054 0.626990988641337 1054 11
0.555532212885154 0.146243795964207 0.701776008849361 1055 7
0.497352941176471 0.190809967850098 0.688162909026569 1056 6
0.744117647058824 0.130535080094734 0.874652727153558 1057 4
0.635199898141075 0.0758459080755841 0.711045806216659 1058 12
0.464965834818776 0.116665342591735 0.581631177410511 1059 11
0.550023342670402 0.120450724651235 0.670474067321637 1060 9
0.488627450980392 0.146828618290411 0.635456069270803 1061 8
0.549705882352941 0.172783643089078 0.722489525442019 1062 6
0.525868347338936 0.123039706118067 0.648908053457003 1063 9
0.540823147440795 0.0965868455216615 0.637409992962456 1064 12
0.556379551820728 0.134487347656967 0.690866899477695 1065 8
0.542261904761905 0.134861687082088 0.677123591843993 1066 8
0.541526610644258 0.131805800609065 0.673332411253323 1067 8
0.509128681775741 0.102005054590903 0.611133736366644 1068 12
0.520805322128852 0.140373698695204 0.661179020824056 1069 8
0.498018631695102 0.108675370329166 0.606694002024268 1070 11
0.523554239877769 0.105148421575133 0.628702661452902 1071 12
0.526176470588235 0.182918968049181 0.709095438637416 1072 6
0.55063258636788 0.120161263350789 0.670793849718669 1073 9
0.547931839402428 0.106640109966049 0.654571949368476 1074 10
0.572058823529412 0.224139683606442 0.796198507135854 1075 4
0.478305322128852 0.177651312696692 0.655956634825543 1076 7
0.476554621848739 0.173162836170466 0.649717458019205 1077 7
0.47922268907563 0.122827189156613 0.602049878232243 1078 10
0.577607376283847 0.0993895599593781 0.676996936243225 1079 10
0.607901918343095 0.0810441738058854 0.68894609214898 1080 12
0.167052895650864 0.361966188843141 0.529019084494004 1081 31
0.355865771225678 0.225811697920352 0.58167746914603 1082 25
0.461764705882353 0.391225650818116 0.852990356700469 1083 2
0.658627450980392 0.154742361424324 0.813369812404716 1084 5
0.441157656741567 0.141609694814516 0.582767351556083 1085 18
0.521530365059777 0.101722837955299 0.623253203015076 1086 13
0.540901027077498 0.121127546804778 0.662028573882275 1087 9
0.514607843137255 0.224506918919856 0.739114762057111 1088 5
0.768137254901961 0.126217469216766 0.894354724118727 1089 4
0.740196078431373 0.161411265390473 0.901607343821846 1090 3
0.801470588235294 0.0971975396481024 0.898668127883397 1091 4
