"beta.sim" "beta.sne" "beta.sor" "survey_id" "alfa"
0.358257751349401 0.164431496693119 0.52268924804252 1092 19
0.290083734912773 0.198168079028523 0.488251813941297 1093 20
0.428649308208132 0.11557303310808 0.544222341316212 1094 13
0.538718487394958 0.148342896005121 0.687061383400079 1095 8
0.485266106442577 0.110131039681709 0.595397146124286 1096 12
0.260973403224054 0.294650623351009 0.555624026575063 1097 28
0.56408815041168 0.0964270477370084 0.660515198148688 1098 11
0.265130882158944 0.249692559729062 0.514823441888006 1099 24
0.504801775982572 0.121761773271551 0.626563549254123 1100 18
0.349123155442518 0.213392558512908 0.562515713955426 1101 23
0.556792717086835 0.147587787348464 0.704380504435299 1102 7
0.52658581614464 0.104342816025039 0.630928632169679 1103 12
0.553571428571429 0.155333005415091 0.70890443398652 1104 7
0.519941153617624 0.116691000200382 0.636632153818006 1105 17
0.535084033613445 0.151713070909346 0.686797104522791 1106 7
0.498088235294118 0.147117328562019 0.645205563856136 1107 8
0.592058823529412 0.153804494023643 0.745863317553055 1108 6
0.648137254901961 0.136938263668842 0.785075518570803 1109 6
0.234445846654382 0.283109851664027 0.517555698318409 1110 26
0.53180226636109 0.1034819838527 0.63528425021379 1111 12
0.484117647058824 0.206283306316072 0.690400953374895 1112 6
0.468346620699562 0.109118025970832 0.577464646670394 1113 13
0.524705882352941 0.194333504475772 0.719039386828713 1114 6
0.468904379933792 0.113360335896368 0.582264715830159 1115 11
0.513173493173493 0.111876223556446 0.625049716729939 1116 17
0.470602721960853 0.126345958336317 0.59694868029717 1117 17
0.352092681039594 0.176291956170762 0.528384637210356 1118 19
0.546538281979458 0.111830369889413 0.658368651868872 1119 10
0.527029327842477 0.111183595213529 0.638212923056005 1120 17
0.389773103396533 0.18001681557027 0.569789918966803 1121 21
0.408470842882608 0.133448135178986 0.541918978061593 1122 11
0.502029971662325 0.115243067812166 0.61727303947449 1123 16
0.317057442976902 0.187793004945767 0.504850447922669 1124 19
0.415699823052764 0.129945729886005 0.545645552938769 1125 15
0.437141371700195 0.118876972570495 0.55601834427069 1126 12
0.473793356297682 0.125244905385857 0.599038261683539 1127 17
0.494247207041325 0.105316267064042 0.599563474105367 1128 13
0.357502013607914 0.17172942894663 0.529231442554544 1129 19
0.329457888097253 0.199464218373598 0.528922106470851 1130 21
0.49548828622358 0.109924126373933 0.605412412597514 1131 12
0.351295426880022 0.23552186905256 0.586817295932582 1132 25
0.441597354667834 0.153941102298691 0.595538456966525 1133 19
0.444485798227148 0.135945274573821 0.580431072800969 1134 17
0.4906675350793 0.11340582423552 0.60407335931482 1135 13
0.530708050119815 0.10238013550188 0.633088185621695 1136 13
0.65296685340803 0.0916103941224918 0.744577247530522 1137 10
0.483810568516451 0.120866896202985 0.604677464719436 1138 15
0.471274509803922 0.211715061113782 0.682989570917703 1139 6
0.592714328155505 0.0923759589340657 0.68509028708957 1140 11
0.469481792717087 0.18296314903128 0.652444941748367 1141 7
0.561943807826161 0.0966353623835227 0.658579170209683 1142 11
0.405374785274621 0.181240397540752 0.586615182815374 1143 21
0.214147227046512 0.337954637279342 0.552101864325854 1144 31
0.236234228127928 0.302236228355541 0.538470456483469 1145 28
0.275280299025479 0.284157216669001 0.55943751569448 1146 28
0.252684041514592 0.293627627836826 0.546311669351418 1147 28
0.240144249355785 0.299010836740229 0.539155086096014 1148 28
0.220919971026282 0.350648702586084 0.571568673612366 1149 33
0.36884171672234 0.151670728289493 0.520512445011832 1150 17
0.401855035583409 0.145450611608755 0.547305647192164 1151 17
0.467143705967235 0.115260928945954 0.582404634913189 1152 12
0.381253550371197 0.134299357210396 0.515552907581594 1153 14
0.359566569051863 0.145758309567685 0.505324878619548 1154 16
0.394869680972622 0.137391967799172 0.532261648771794 1155 16
0.484713097360156 0.109816838454227 0.594529935814383 1156 11
0.491159706306765 0.110542061434816 0.601701767741582 1157 11
0.44997335997336 0.115039057946073 0.565012417919433 1158 13
0.412523767082591 0.121312970272669 0.53383673735526 1159 12
0.562899877899878 0.0882443126237582 0.651144190523636 1160 14
0.588829471182412 0.083341373451581 0.672170844633993 1161 12
0.115333347214562 0.457755630067643 0.573088977282205 1162 39
0.565062519180166 0.0929094452807271 0.657971964460893 1163 15
0.539178338001867 0.0971763134352554 0.636354651437123 1164 12
0.669803921568627 0.126389957531066 0.796193879099693 1165 6
0.636918767507003 0.121238027952566 0.758156795459568 1166 7
0.642352941176471 0.158508260606581 0.800861201783052 1167 5
0.327637464522011 0.261803799986531 0.589441264508541 1168 27
0.961764705882353 0.0229520670899981 0.984716772972351 1169 2
0.509019607843137 0.225444088397224 0.734463696240361 1170 5
